Employee ID,Employee Name,Department,Seller Rating (1–5),Avg Response Time (mins),Resolved Tickets,Unresolved Tickets,Customer Satisfaction Score (1–10),Shift,Attendance %,Sales Closed,Target Achievement %,Date
EMP09349,Sana Bera,Logistics,4.3,40.31,27,6,7.4,Day,83.93,12,73.07,2024-10-30
EMP09350,Misha Konda,Sales,1.7,6.4,27,7,1.0,Day,73.94,17,59.98,2025-01-28
EMP09351,Kavya Gaba,Sales,4.2,99.31,28,5,3.1,Day,90.97,17,90.97,2024-11-03
EMP09352,Nirvaan Hegde,Logistics,3.6,62.24,19,4,7.5,Night,71.23,19,95.03,2025-04-21
EMP09353,Keya Mand,Customer Support,4.8,55.82,20,3,4.4,Night,96.46,11,103.47,2025-03-03
EMP09354,Riya Bhandari,Logistics,3.5,79.02,33,6,5.8,Night,78.81,14,119.89,2025-01-11
EMP09355,Anay Hora,Logistics,2.4,32.73,28,2,7.5,Day,76.55,14,58.03,2024-12-21
EMP09356,Shalv Ramesh,Logistics,1.7,113.84,26,3,6.4,Night,92.98,14,50.82,2025-01-06
EMP09357,Taran Chadha,Customer Support,1.1,24.14,27,8,3.5,Night,89.16,17,84.54,2024-11-15
EMP09358,Gokul Buch,Sales,4.7,117.04,26,4,1.0,Night,86.27,12,84.53,2025-01-22
EMP09359,Kashvi Arora,Logistics,2.9,79.86,23,5,9.5,Day,75.01,12,114.48,2024-12-22
EMP09360,Heer Chhabra,Customer Support,1.0,107.28,24,5,8.1,Night,95.94,13,78.28,2025-03-06
EMP09361,Nayantara Balan,Sales,4.7,93.67,38,10,5.2,Night,89.4,11,94.93,2025-03-15
EMP09362,Aradhya Bava,Logistics,5.0,35.1,28,5,5.2,Day,81.62,14,93.29,2024-11-28
EMP09363,Biju Wable,Logistics,4.8,96.11,12,3,9.5,Night,80.39,19,110.59,2025-03-18
EMP09364,Tarini Chaudhari,Sales,1.3,10.65,38,7,2.5,Day,99.73,10,66.43,2024-12-25
EMP09365,Samaira Sheth,Customer Support,2.1,13.01,35,5,8.7,Day,91.81,17,109.22,2024-11-22
EMP09366,Onkar Srivastava,Customer Support,1.6,66.3,36,7,1.6,Day,76.58,13,87.01,2025-03-17
EMP09367,Anahita Ramanathan,Customer Support,1.5,118.44,21,5,9.0,Night,92.08,13,81.83,2024-12-26
EMP09368,Devansh Upadhyay,Logistics,3.8,80.23,29,7,6.0,Night,81.22,9,77.73,2025-01-13
EMP09369,Misha Aurora,Sales,2.2,18.16,40,4,3.1,Night,87.45,8,62.52,2025-04-11
EMP09370,Anay Roy,Customer Support,1.8,107.3,30,3,7.6,Day,92.45,14,94.81,2025-02-06
EMP09371,Sara Bumb,Sales,4.1,81.92,37,4,2.7,Day,76.24,14,100.26,2024-11-23
EMP09372,Tarini Gupta,Customer Support,4.3,108.24,33,2,6.8,Night,72.74,12,79.25,2024-12-29
EMP09373,Yuvraj  Ahuja,Sales,4.5,88.61,25,13,7.8,Night,81.21,23,106.13,2025-04-21
EMP09374,Vanya Ganesan,Customer Support,4.1,8.37,38,6,4.4,Night,87.71,9,111.02,2025-01-27
EMP09375,Hiran Bir,Customer Support,3.5,50.99,26,4,8.1,Day,71.72,8,91.86,2024-12-04
EMP09376,Rhea Sibal,Customer Support,1.1,30.17,23,2,7.6,Day,87.17,8,96.27,2024-12-04
EMP09377,Misha Ramaswamy,Customer Support,2.2,42.87,33,3,7.9,Day,76.11,9,75.89,2024-12-04
EMP09378,Hridaan Khatri,Customer Support,4.1,39.06,26,6,5.1,Day,90.9,15,115.25,2025-02-12
EMP09379,Ryan Bhagat,Sales,2.0,113.88,33,5,8.6,Day,94.32,11,91.11,2024-11-14
EMP09380,Yuvraj  Vala,Logistics,4.7,19.03,29,3,8.0,Night,99.81,8,86.65,2025-01-08
EMP09381,Madhav Rege,Logistics,4.6,45.74,30,3,6.1,Day,82.84,9,67.16,2025-03-22
EMP09382,Prerak Sampath,Logistics,3.6,110.89,32,7,6.8,Night,85.23,13,66.41,2025-03-31
EMP09383,Kanav Rana,Logistics,4.5,15.9,27,6,4.0,Night,75.99,14,65.23,2025-01-01
EMP09384,Lagan Buch,Sales,3.1,23.79,25,6,8.8,Day,77.14,14,55.07,2024-12-10
EMP09385,Priyansh Bhavsar,Customer Support,1.4,92.13,40,4,8.2,Day,70.55,8,76.02,2024-12-28
EMP09386,Vivaan Madan,Sales,4.6,56.1,24,3,3.8,Day,97.0,18,53.51,2025-03-26
EMP09387,Hridaan Walla,Logistics,1.5,2.45,32,5,9.1,Day,88.78,16,86.14,2024-12-18
EMP09388,Sahil Kothari,Sales,4.3,59.35,25,6,9.0,Day,78.17,18,76.28,2024-12-15
EMP09389,Sana Magar,Sales,4.7,52.09,33,3,1.5,Night,96.11,14,100.71,2025-03-31
EMP09390,Faiyaz Sastry,Customer Support,2.9,89.3,25,5,3.2,Day,99.47,21,82.84,2025-03-21
EMP09391,Ryan Char,Sales,2.3,35.69,34,4,2.4,Night,72.26,15,81.86,2025-04-10
EMP09392,Veer Kalita,Sales,3.9,7.49,28,5,2.7,Night,96.76,16,85.53,2025-01-18
EMP09393,Rania Ben,Sales,2.0,32.32,30,5,6.2,Day,87.84,11,90.96,2024-11-19
EMP09394,Onkar Upadhyay,Customer Support,1.2,117.88,35,5,8.7,Day,71.92,13,71.97,2025-03-04
EMP09395,Dhanush De,Logistics,1.0,42.65,30,3,3.8,Night,96.8,17,67.91,2025-03-03
EMP09396,Vedika Kala,Customer Support,1.6,83.88,31,6,9.7,Day,94.0,15,63.46,2025-03-15
EMP09397,Misha Buch,Logistics,3.5,31.81,34,11,9.6,Day,76.48,13,63.13,2025-03-29
EMP09398,Rohan Setty,Sales,3.3,18.67,29,6,8.3,Night,87.73,14,105.56,2025-03-31
EMP09399,Emir Aurora,Logistics,3.4,88.49,37,7,8.5,Night,91.27,15,50.59,2025-03-28
EMP09400,Bhavin Madan,Customer Support,1.8,100.11,34,1,9.0,Day,94.13,19,86.59,2025-01-31
EMP09401,Saksham Subramanian,Sales,3.3,116.5,33,5,9.9,Day,80.92,13,103.67,2024-12-25
EMP09402,Riaan Balasubramanian,Sales,3.3,43.08,33,2,5.1,Day,89.03,12,53.63,2024-12-20
EMP09403,Indrans Sathe,Sales,4.9,56.21,36,5,3.8,Night,94.02,15,118.34,2025-04-07
EMP09404,Jivika Lad,Sales,2.5,73.91,30,2,6.0,Day,92.33,16,107.07,2025-01-29
EMP09405,Zeeshan Banik,Logistics,3.6,97.48,37,1,2.1,Day,77.79,17,75.44,2025-02-21
EMP09406,Gatik Lata,Logistics,4.3,108.59,25,1,5.5,Day,74.44,15,94.97,2025-04-02
EMP09407,Badal Bansal,Logistics,2.6,97.01,23,7,4.2,Night,95.3,17,58.65,2025-01-24
EMP09408,Kashvi Sant,Customer Support,2.0,11.14,31,3,9.9,Day,82.51,14,65.62,2024-11-16
EMP09409,Arhaan Anand,Sales,4.3,37.94,28,8,8.8,Night,78.27,10,70.92,2025-01-15
EMP09410,Adira Dugar,Sales,2.5,65.84,24,2,5.5,Day,70.25,14,84.16,2025-02-05
EMP09411,Rati Tara,Logistics,4.6,42.72,23,4,1.4,Day,96.64,11,96.78,2025-04-24
EMP09412,Khushi Brar,Logistics,4.7,109.03,35,3,9.3,Day,90.12,18,110.63,2025-04-05
EMP09413,Renee Bajwa,Logistics,2.0,64.22,32,3,2.0,Night,86.34,15,67.43,2025-01-16
EMP09414,Vihaan Master,Customer Support,4.1,18.9,30,8,1.9,Night,78.82,17,73.11,2025-04-17
EMP09415,Heer Rajagopalan,Sales,2.0,79.63,22,2,5.6,Night,84.89,15,96.56,2025-01-24
EMP09416,Parinaaz Dube,Customer Support,2.5,49.53,35,5,4.6,Night,86.23,13,86.69,2025-01-11
EMP09417,Vihaan Edwin,Customer Support,4.5,99.39,34,9,8.2,Night,79.27,14,80.26,2025-01-06
EMP09418,Jayan Keer,Customer Support,2.2,102.89,29,7,3.0,Day,81.58,5,85.98,2025-03-29
EMP09419,Jivika Rastogi,Sales,1.7,95.35,36,5,1.3,Day,78.48,18,75.65,2025-04-06
EMP09420,Ahana  Gola,Customer Support,1.9,5.88,25,7,3.5,Night,88.07,17,113.18,2025-03-20
EMP09421,Nitya Dhingra,Sales,3.2,20.88,30,2,6.1,Night,78.15,12,102.86,2024-12-07
EMP09422,Hrishita Jaggi,Customer Support,3.3,90.65,34,4,4.9,Night,73.7,16,107.87,2025-01-11
EMP09423,Azad Shetty,Customer Support,4.8,58.7,18,5,5.2,Day,90.71,6,100.67,2025-02-18
EMP09424,Alisha Ramanathan,Customer Support,1.5,91.53,26,6,1.8,Night,80.26,12,69.72,2025-01-04
EMP09425,Advik Badal,Sales,4.9,52.6,30,5,4.9,Day,90.05,23,64.65,2025-03-10
EMP09426,Divit Halder,Sales,4.8,34.35,33,6,4.8,Day,99.67,16,105.77,2025-01-21
EMP09427,Mannat Ghosh,Customer Support,3.2,19.22,23,3,5.0,Night,92.96,15,117.08,2025-03-27
EMP09428,Samarth Koshy,Logistics,2.6,73.36,29,5,3.2,Day,98.12,18,51.45,2024-12-07
EMP09429,Rhea Chaudry,Sales,1.9,66.54,27,4,8.5,Night,96.19,18,51.43,2024-12-22
EMP09430,Rasha Khalsa,Logistics,4.3,32.16,34,5,9.4,Night,76.13,9,114.56,2024-12-01
EMP09431,Piya Manda,Customer Support,4.5,32.14,40,7,7.8,Night,90.0,12,85.4,2025-02-04
EMP09432,Badal Sridhar,Customer Support,4.8,77.4,27,4,7.9,Night,73.61,17,112.49,2025-04-05
EMP09433,Keya Tiwari,Sales,4.6,12.77,37,5,6.6,Day,98.95,20,99.62,2025-01-22
EMP09434,Charvi Sankar,Customer Support,4.5,113.43,23,7,8.4,Day,76.7,12,74.48,2024-12-29
EMP09435,Vardaniya Saran,Customer Support,4.3,73.16,34,5,9.6,Day,81.45,12,58.15,2025-04-16
EMP09436,Dhruv Saran,Logistics,3.8,67.01,30,5,3.4,Day,98.98,8,87.55,2025-01-04
EMP09437,Dhruv Chada,Sales,2.0,13.78,22,4,1.0,Day,81.75,16,115.31,2024-11-27
EMP09438,Advik Choudhry,Sales,1.9,10.19,34,3,4.7,Day,93.46,20,81.08,2025-04-01
EMP09439,Manikya Brahmbhatt,Logistics,1.5,35.56,31,2,1.6,Night,97.37,10,82.74,2025-03-01
EMP09440,Jhanvi Mani,Customer Support,1.7,102.88,33,7,4.1,Night,70.63,10,68.05,2025-04-12
EMP09441,Navya Aurora,Customer Support,2.9,95.43,40,6,1.4,Night,88.41,20,53.48,2024-11-07
EMP09442,Tushar Swamy,Sales,2.4,68.3,31,3,7.9,Day,83.52,13,64.32,2024-12-10
EMP09443,Kanav Borah,Customer Support,3.8,87.75,31,5,2.2,Night,88.24,14,87.27,2025-04-24
EMP09444,Kanav Chaudhari,Customer Support,1.7,119.11,28,14,7.5,Day,97.58,16,85.47,2025-02-12
EMP09445,Riaan Mani,Customer Support,3.2,23.32,30,7,4.2,Night,94.46,17,70.99,2025-03-10
EMP09446,Kiara Boase,Sales,3.9,89.66,22,3,6.5,Day,76.52,12,51.09,2024-11-14
EMP09447,Alia Kari,Logistics,2.2,76.39,35,4,6.4,Night,79.1,26,70.07,2025-01-05
EMP09448,Anahita Atwal,Customer Support,3.1,116.59,44,7,6.4,Night,79.31,16,114.24,2025-04-07
EMP09449,Inaaya  Dugal,Logistics,1.3,3.84,29,1,3.1,Day,77.71,15,86.96,2024-12-30
EMP09450,Saanvi Bava,Logistics,4.8,19.74,31,3,9.9,Day,94.96,12,69.9,2025-04-07
EMP09451,Anika Chakraborty,Sales,1.9,16.17,40,6,7.7,Day,82.66,11,78.55,2025-04-24
EMP09452,Ishita Ray,Logistics,4.4,21.37,22,6,3.9,Day,99.85,8,75.51,2025-03-27
EMP09453,Zeeshan Gaba,Logistics,3.3,86.13,23,5,9.7,Day,93.29,15,95.14,2025-01-29
EMP09454,Faiyaz Balakrishnan,Logistics,1.4,23.3,30,2,3.8,Day,81.59,17,67.97,2024-12-20
EMP09455,Aaryahi Mane,Customer Support,2.9,76.09,34,5,6.9,Day,91.38,8,87.13,2025-02-26
EMP09456,Pranay Bhardwaj,Logistics,2.9,63.29,40,5,9.3,Day,93.38,11,96.22,2024-11-09
EMP09457,Mishti Raja,Customer Support,2.8,52.35,29,3,6.9,Day,92.85,10,111.96,2025-04-28
EMP09458,Anahi Bora,Customer Support,3.3,54.56,37,4,1.9,Day,79.49,13,82.6,2024-11-06
EMP09459,Pihu Koshy,Customer Support,4.2,50.85,31,4,7.2,Day,90.14,17,67.36,2024-12-24
EMP09460,Vaibhav Wason,Customer Support,3.2,118.32,28,1,5.7,Night,98.82,16,111.01,2025-01-20
EMP09461,Yuvaan Babu,Sales,3.8,118.59,30,7,2.9,Day,98.41,13,101.84,2025-02-08
EMP09462,Myra Sachdev,Logistics,1.7,38.61,25,5,1.8,Day,80.09,15,60.02,2025-02-26
EMP09463,Lakshit Bawa,Logistics,3.1,27.57,30,3,3.3,Night,95.25,9,106.2,2024-12-05
EMP09464,Vardaniya Sarraf,Customer Support,1.4,24.58,37,2,2.0,Night,83.37,13,89.13,2025-02-15
EMP09465,Riya Tata,Customer Support,4.4,61.83,28,3,7.9,Day,94.19,17,108.72,2025-03-21
EMP09466,Adah Bhatt,Logistics,3.9,96.26,38,9,2.0,Night,70.55,15,55.21,2024-12-15
EMP09467,Mannat Sura,Customer Support,2.5,59.9,28,5,2.8,Day,98.59,14,74.48,2024-12-26
EMP09468,Madhup Reddy,Customer Support,1.7,118.3,38,5,2.0,Day,80.61,14,69.23,2025-03-24
EMP09469,Pihu Ravi,Sales,3.8,112.83,28,10,5.9,Day,97.5,13,88.94,2025-04-08
EMP09470,Charvi Tank,Logistics,3.1,93.77,31,6,3.9,Day,70.3,18,80.31,2025-01-28
EMP09471,Lagan De,Sales,3.5,99.9,36,2,9.1,Night,88.52,16,117.48,2024-12-29
EMP09472,Oorja Bahri,Customer Support,3.8,94.02,27,6,1.1,Night,80.87,14,110.83,2025-04-26
EMP09473,Divyansh Madan,Sales,4.9,101.28,26,4,1.3,Day,74.84,20,89.56,2025-02-01
EMP09474,Stuvan Dutt,Sales,4.7,31.1,31,2,8.0,Night,72.59,14,95.13,2025-02-17
EMP09475,Nishith Boase,Sales,2.5,55.29,31,6,3.2,Night,91.5,11,82.02,2025-02-10
EMP09476,Nayantara Chaudhuri,Logistics,2.1,24.9,28,7,7.8,Day,71.76,12,77.28,2025-04-17
EMP09477,Renee Talwar,Logistics,1.6,70.99,35,3,8.6,Night,78.75,26,60.89,2025-02-19
EMP09478,Raghav Randhawa,Logistics,1.3,38.8,24,6,1.7,Day,99.19,20,62.45,2025-03-12
EMP09479,Reyansh Karnik,Logistics,4.3,88.29,33,8,8.0,Night,87.95,14,87.53,2024-11-09
EMP09480,Vaibhav Badal,Logistics,4.6,88.81,26,5,2.1,Night,90.08,11,70.2,2025-04-12
EMP09481,Aarush Sinha,Logistics,4.4,111.75,27,7,1.3,Day,97.05,19,115.44,2025-01-29
EMP09482,Sumer Sami,Customer Support,2.5,110.7,37,8,8.1,Night,73.09,17,66.71,2024-12-20
EMP09483,Taran Shan,Logistics,3.9,18.99,31,8,6.7,Night,72.13,20,116.36,2025-04-04
EMP09484,Armaan Bose,Logistics,1.6,24.0,32,4,6.2,Day,77.89,22,67.87,2025-01-10
EMP09485,Tushar Shenoy,Logistics,3.9,84.06,32,6,5.2,Day,87.18,21,112.85,2025-02-14
EMP09486,Mahika Borra,Customer Support,2.4,115.74,34,6,8.5,Day,83.5,18,60.42,2025-03-25
EMP09487,Divit Rajagopal,Logistics,2.3,11.95,29,4,2.9,Day,84.21,15,60.34,2024-11-22
EMP09488,Shayak Sidhu,Logistics,4.2,59.34,26,5,5.2,Night,75.08,15,105.65,2024-12-15
EMP09489,Dhruv Ratti,Customer Support,3.8,117.52,37,8,1.2,Day,91.93,17,97.74,2025-03-18
EMP09490,Yuvaan Sheth,Sales,3.8,59.38,33,0,1.1,Night,91.98,18,89.6,2025-01-24
EMP09491,Suhana Dugal,Logistics,3.7,12.73,34,9,9.9,Day,74.45,11,58.09,2024-11-30
EMP09492,Raghav Seshadri,Customer Support,3.2,94.86,41,3,3.3,Night,92.94,16,72.75,2025-01-08
EMP09493,Diya Chhabra,Sales,1.7,93.42,29,9,9.9,Night,87.33,19,95.51,2025-02-16
EMP09494,Charvi Tiwari,Customer Support,2.0,36.22,23,3,6.0,Day,78.41,6,111.8,2024-12-13
EMP09495,Vritika Date,Sales,3.3,95.98,25,5,3.1,Day,95.25,14,87.18,2024-11-22
EMP09496,Faiyaz Hora,Logistics,4.1,52.86,35,4,9.7,Night,97.62,18,69.76,2025-03-27
EMP09497,Stuvan Walia,Logistics,3.6,30.64,37,6,3.0,Night,92.68,15,97.05,2025-01-18
EMP09498,Tarini Ghosh,Customer Support,2.6,12.56,29,8,8.7,Night,97.47,15,62.16,2025-03-20
EMP09499,Gokul Iyengar,Sales,3.5,43.36,34,6,8.4,Night,73.23,17,106.51,2024-12-09
EMP09500,Saksham Shah,Logistics,2.3,89.22,22,3,3.8,Night,75.43,16,68.83,2024-11-10
EMP09501,Sara Sura,Logistics,3.4,87.94,18,3,9.2,Night,82.71,15,69.34,2025-04-09
EMP09502,Adah Bhavsar,Sales,4.1,92.62,28,4,2.9,Night,99.1,19,112.07,2025-04-27
EMP09503,Elakshi Hegde,Logistics,1.6,112.1,27,6,9.8,Night,91.88,11,99.16,2024-11-13
EMP09504,Divit Bakshi,Sales,1.3,58.53,33,6,4.4,Day,87.31,25,94.61,2024-12-31
EMP09505,Sana Edwin,Logistics,2.6,65.54,30,5,3.3,Day,94.73,22,87.5,2024-12-23
EMP09506,Piya Setty,Logistics,4.0,75.05,37,5,7.4,Night,94.0,15,72.48,2025-03-17
EMP09507,Advik Guha,Logistics,1.5,67.37,34,4,2.2,Day,89.81,8,52.27,2025-02-08
EMP09508,Lagan Bahl,Sales,5.0,115.59,31,10,4.9,Day,76.92,9,80.21,2024-12-03
EMP09509,Kiaan Hans,Sales,4.1,20.18,27,5,6.6,Day,83.88,13,104.72,2025-01-27
EMP09510,Drishya Wadhwa,Sales,3.8,94.77,38,3,1.4,Day,76.26,21,85.28,2024-11-27
EMP09511,Shlok Gopal,Customer Support,2.6,12.92,35,8,2.1,Day,75.55,14,51.02,2024-12-05
EMP09512,Miraan Lanka,Sales,4.3,33.03,33,4,5.0,Day,98.5,16,82.73,2025-04-16
EMP09513,Hunar Garg,Logistics,2.4,2.81,27,2,8.2,Day,76.31,14,79.63,2024-12-17
EMP09514,Vidur Thaker,Logistics,2.9,37.0,29,6,5.6,Day,92.69,21,100.34,2025-03-28
EMP09515,Samiha Sama,Sales,1.3,32.32,27,4,3.5,Night,91.12,6,112.54,2024-12-02
EMP09516,Aaina Gopal,Logistics,4.9,50.94,31,3,3.2,Night,91.4,12,74.47,2025-02-10
EMP09517,Lavanya Bandi,Sales,3.5,12.44,30,4,9.5,Day,84.68,11,86.04,2025-04-21
EMP09518,Ivana Divan,Customer Support,2.0,17.06,22,8,3.7,Day,96.5,16,57.13,2025-02-04
EMP09519,Ira Bhardwaj,Sales,3.5,3.56,24,8,3.2,Day,99.26,15,89.66,2025-03-04
EMP09520,Zain Swaminathan,Sales,4.1,105.04,15,4,3.5,Night,74.03,14,76.25,2024-12-04
EMP09521,Darshit Chauhan,Sales,4.1,42.36,24,2,9.8,Day,86.2,16,115.79,2024-11-27
EMP09522,Rohan Cherian,Logistics,1.0,90.53,41,4,6.0,Night,83.44,14,87.91,2025-04-02
EMP09523,Tiya Mani,Sales,4.0,92.07,23,3,7.1,Night,77.09,13,112.36,2024-11-11
EMP09524,Dhanuk Butala,Logistics,3.1,111.63,35,2,9.1,Day,75.74,20,50.52,2025-03-17
EMP09525,Anvi Varma,Logistics,4.3,57.85,31,2,8.5,Night,96.04,14,67.68,2024-11-05
EMP09526,Khushi Dalal,Logistics,1.8,33.66,36,6,3.8,Night,80.94,10,82.74,2025-02-03
EMP09527,Alisha Bahri,Logistics,2.1,16.18,25,5,3.1,Night,84.9,15,62.5,2025-03-17
EMP09528,Ahana  Sridhar,Sales,1.2,67.93,36,2,4.3,Day,97.19,15,88.47,2025-02-03
EMP09529,Krish Loyal,Customer Support,2.3,67.57,28,4,5.4,Night,86.48,13,60.44,2024-12-11
EMP09530,Urvi Chander,Sales,2.6,11.11,36,1,4.5,Night,73.62,21,90.73,2025-02-16
EMP09531,Renee Sharma,Logistics,1.7,19.91,25,3,4.6,Night,73.55,14,51.23,2024-12-27
EMP09532,Nitara Karan,Customer Support,3.7,73.57,43,5,8.7,Day,78.3,10,53.48,2024-12-21
EMP09533,Ehsaan Gupta,Logistics,4.6,99.98,24,2,8.2,Day,73.85,16,65.15,2025-02-18
EMP09534,Aarav Kaur,Logistics,1.2,30.67,31,10,9.0,Day,92.02,15,75.33,2024-12-18
EMP09535,Divit Ganesan,Logistics,2.3,110.13,41,6,2.2,Night,72.26,10,68.47,2025-04-27
EMP09536,Mohanlal Ganesh,Sales,1.6,35.29,26,4,1.8,Day,73.16,13,56.57,2025-01-26
EMP09537,Heer Sodhi,Logistics,1.3,19.01,24,7,1.2,Night,88.27,16,62.29,2025-02-12
EMP09538,Saksham Basak,Customer Support,1.9,68.05,28,4,8.6,Day,85.94,14,80.96,2025-03-31
EMP09539,Kanav Bhargava,Logistics,3.1,80.31,39,4,4.0,Day,83.82,11,58.97,2025-03-08
EMP09540,Ehsaan Divan,Sales,3.3,36.71,34,7,1.3,Night,75.24,7,91.59,2025-02-07
EMP09541,Dhanush Bhatia,Customer Support,1.4,65.76,29,2,3.5,Night,99.76,16,62.04,2024-11-17
EMP09542,Ritvik Ratti,Sales,4.6,71.97,37,3,5.6,Day,80.34,18,83.8,2024-12-03
EMP09543,Kiaan Bhandari,Customer Support,1.9,59.78,25,4,7.4,Night,93.04,19,97.13,2025-04-11
EMP09544,Rasha Barad,Customer Support,4.0,12.63,28,3,4.0,Night,91.29,17,119.13,2024-11-19
EMP09545,Indranil Dhaliwal,Customer Support,3.7,64.7,32,2,1.7,Day,98.37,16,60.93,2024-12-23
EMP09546,Vidur Hayre,Logistics,4.2,108.63,29,6,6.2,Day,91.84,12,79.6,2025-04-07
EMP09547,Anaya Gara,Sales,2.8,13.7,37,3,2.5,Night,84.24,14,81.14,2024-12-11
EMP09548,Shlok Kaul,Logistics,3.8,115.57,24,8,2.5,Night,84.15,10,66.12,2025-02-16
EMP09549,Ira Bhattacharyya,Logistics,4.5,76.01,30,7,5.6,Day,94.67,4,53.29,2024-11-10
EMP09550,Eva Mani,Customer Support,1.5,93.67,30,6,5.5,Day,80.88,17,61.24,2025-02-06
EMP09551,Ritvik Kannan,Logistics,3.5,43.83,30,3,3.3,Night,84.62,16,79.32,2024-11-05
EMP09552,Zaina Kala,Logistics,3.1,92.76,30,6,4.1,Night,99.98,18,53.94,2024-12-13
EMP09553,Anaya Sidhu,Logistics,2.8,35.49,22,6,2.6,Day,79.6,13,73.59,2025-01-25
EMP09554,Inaaya  Acharya,Customer Support,4.7,81.75,23,5,5.4,Night,98.44,18,118.21,2025-02-20
EMP09555,Yashvi Bains,Logistics,5.0,24.49,31,6,5.7,Night,96.76,14,83.51,2025-02-24
EMP09556,Uthkarsh Talwar,Sales,2.6,86.93,40,7,7.9,Day,89.42,19,81.84,2025-03-21
EMP09557,Tarini Talwar,Customer Support,2.9,59.85,22,5,4.9,Day,87.54,14,114.11,2025-04-28
EMP09558,Advik Khurana,Sales,3.4,47.36,22,7,8.2,Day,73.82,12,71.57,2025-02-19
EMP09559,Nirvaan Bassi,Customer Support,3.2,116.08,21,8,4.4,Night,99.9,16,114.01,2025-04-25
EMP09560,Umang Garg,Sales,3.4,49.32,35,5,7.6,Day,99.6,17,70.28,2025-02-15
EMP09561,Pranay Ravel,Sales,1.3,14.66,24,11,6.9,Day,87.76,17,102.4,2024-11-04
EMP09562,Shlok Tata,Sales,3.5,6.74,35,4,2.1,Night,82.15,13,107.5,2024-11-16
EMP09563,Myra Varughese,Logistics,3.6,50.87,38,7,3.4,Night,84.18,19,71.56,2025-01-02
EMP09564,Divyansh Bali,Sales,4.5,18.32,27,5,7.9,Day,75.93,12,107.32,2024-12-27
EMP09565,Umang Sur,Sales,3.1,85.5,33,4,7.9,Night,86.35,16,50.39,2024-12-16
EMP09566,Shaan Vig,Customer Support,2.1,16.05,29,3,5.3,Night,83.16,13,106.12,2025-03-10
EMP09567,Arhaan Ganguly,Logistics,3.0,73.11,33,3,5.8,Day,72.83,19,50.27,2025-01-29
EMP09568,Bhavin Bahri,Logistics,3.0,64.53,27,4,4.3,Day,97.96,11,113.61,2024-12-18
EMP09569,Hazel Sibal,Logistics,3.6,27.51,30,6,2.8,Night,94.25,23,89.09,2024-12-25
EMP09570,Tejas Bahri,Logistics,3.0,60.93,37,10,6.0,Day,83.4,20,100.44,2025-01-30
EMP09571,Keya Wadhwa,Logistics,2.6,49.92,30,4,9.6,Night,90.33,7,52.53,2025-01-27
EMP09572,Ritvik Vasa,Logistics,4.4,25.56,35,5,2.2,Night,87.54,27,68.98,2024-12-13
EMP09573,Vidur Sama,Logistics,4.9,28.6,29,5,8.8,Day,95.25,13,53.73,2025-02-22
EMP09574,Zaina Gour,Logistics,3.2,13.26,36,11,9.0,Day,75.51,20,80.36,2024-11-08
EMP09575,Urvi Sunder,Logistics,3.5,70.34,32,5,7.9,Day,98.57,12,56.73,2025-04-05
EMP09576,Nakul Gole,Logistics,3.5,102.49,26,5,9.8,Day,79.0,9,65.03,2025-03-29
EMP09577,Oorja Kant,Sales,3.1,116.37,34,6,5.1,Day,79.47,14,51.04,2024-12-29
EMP09578,Yakshit Sura,Customer Support,1.4,80.8,33,7,5.7,Night,99.12,19,82.3,2025-04-24
EMP09579,Kavya Saha,Logistics,1.2,92.31,30,2,3.0,Night,82.21,11,70.32,2024-11-25
EMP09580,Sana Kumer,Sales,4.4,32.45,31,1,1.6,Day,82.66,17,111.35,2025-02-04
EMP09581,Farhan Yogi,Customer Support,1.9,111.59,33,7,9.2,Night,90.2,10,87.3,2024-11-17
EMP09582,Trisha Rama,Customer Support,3.6,108.54,31,6,3.2,Day,74.68,14,116.34,2024-11-24
EMP09583,Ahana  Vohra,Customer Support,3.5,57.11,34,8,7.1,Day,98.27,16,105.3,2025-03-16
EMP09584,Dhruv Kothari,Logistics,3.3,49.91,28,3,7.4,Night,85.42,21,91.28,2024-11-17
EMP09585,Jhanvi Srinivas,Logistics,1.5,38.82,25,8,7.8,Night,91.3,15,63.18,2025-02-27
EMP09586,Navya Ramachandran,Customer Support,1.2,46.14,28,7,8.2,Day,86.56,16,69.53,2024-11-23
EMP09587,Adah Venkatesh,Customer Support,1.9,69.71,35,6,5.7,Night,95.85,11,111.07,2025-03-13
EMP09588,Shray Devan,Sales,3.4,109.96,36,5,5.5,Night,78.69,15,61.58,2025-02-12
EMP09589,Anvi Bajaj,Sales,3.2,59.52,23,5,5.9,Day,85.82,16,87.9,2025-02-03
EMP09590,Sumer Bassi,Sales,3.9,37.15,32,7,3.5,Day,81.15,18,117.89,2025-01-03
EMP09591,Saksham Bala,Sales,2.6,10.15,27,2,8.3,Day,86.69,13,95.71,2025-03-18
EMP09592,Urvi Salvi,Logistics,4.1,36.3,29,4,4.4,Night,84.95,19,110.46,2025-03-12
EMP09593,Manjari Korpal,Customer Support,3.2,98.34,27,3,9.3,Night,89.35,21,52.99,2025-04-25
EMP09594,Aarush Upadhyay,Customer Support,1.3,28.07,29,5,2.1,Day,73.67,20,93.95,2024-11-05
EMP09595,Tiya Agrawal,Customer Support,1.4,21.86,23,2,6.8,Day,75.49,11,96.09,2024-12-10
