Customer ID,Customer Name,Gender,Age,Location,Total Orders,Average Basket Size (₹),Total Spend (₹),Preferred Category,Last Purchase Date,Days Since Last Purchase,Engagement Score (1-100),Customer Rating (1 to 5 stars)
CUST08927,Kabir Raval,Other,58,Chennai,8,4082.56,32660.48,Beauty,2024-08-08,265,15,2.7
CUST08928,Anaya Rau,Male,33,Hyderabad,14,4970.09,69581.26,Sports,2024-05-18,347,33,2.5
CUST08929,Mishti Hora,Female,22,Ahmedabad,17,3724.75,63320.75,Beauty,2024-06-19,315,49,4.3
CUST08930,Fateh Bumb,Female,45,Jaipur,9,3778.7,34008.3,Electronics,2025-01-30,90,10,2.3
CUST08931,Ivana Kade,Male,56,Bangalore,8,4592.91,36743.28,Grocery,2024-12-26,125,62,2.7
CUST08932,Bhavin Dhingra,Female,62,Mumbai,7,2021.65,14151.55,Beauty,2025-04-03,27,55,1.2
CUST08933,Vidur Divan,Male,37,Delhi,9,550.42,4953.78,Books,2024-11-08,173,58,3.9
CUST08934,Prisha Basak,Other,41,Bangalore,14,4941.4,69179.6,Grocery,2024-11-25,156,63,1.9
CUST08935,Inaaya  Sachar,Other,44,Jaipur,8,2707.11,21656.88,Fashion,2025-02-17,72,11,1.9
CUST08936,Vritika Apte,Male,47,Ahmedabad,10,4035.55,40355.5,Fashion,2025-04-18,12,35,3.3
CUST08937,Mahika Vohra,Other,62,Mumbai,12,4156.21,49874.52,Fashion,2024-07-19,285,98,4.9
CUST08938,Aaina Bath,Other,44,Mumbai,8,2288.83,18310.64,Sports,2024-09-11,231,96,2.6
CUST08939,Shanaya Talwar,Male,43,Jaipur,9,2935.73,26421.57,Beauty,2025-03-10,51,86,2.3
CUST08940,Anika Tella,Female,24,Hyderabad,7,2929.62,20507.34,Grocery,2025-02-06,83,4,1.1
CUST08941,Aradhya Shroff,Male,59,Jaipur,12,1490.97,17891.64,Beauty,2024-05-31,334,66,4.1
CUST08942,Misha Krishnan,Male,64,Chennai,10,1029.38,10293.8,Sports,2024-08-12,261,33,2.0
CUST08943,Ojas Keer,Male,55,Mumbai,4,2946.08,11784.32,Books,2024-11-28,153,73,4.1
CUST08944,Raghav Sant,Other,22,Pune,10,1040.64,10406.4,Home,2024-05-20,345,35,2.1
CUST08945,Ayesha Karnik,Female,40,Kolkata,5,2057.4,10287.0,Books,2024-10-19,193,38,1.1
CUST08946,Ivan Seth,Other,45,Chennai,9,1337.37,12036.33,Books,2025-02-01,88,95,3.0
CUST08947,Samar Bhatia,Other,51,Lucknow,5,3681.12,18405.6,Grocery,2025-02-04,85,78,4.6
CUST08948,Manjari Kumer,Male,32,Pune,8,4424.04,35392.32,Electronics,2025-01-22,98,57,1.8
CUST08949,Dhanush Dhar,Other,49,Chennai,8,3100.62,24804.96,Beauty,2024-08-19,254,95,1.6
CUST08950,Yuvaan Bera,Female,43,Lucknow,12,2345.7,28148.4,Fashion,2024-07-30,274,33,1.7
CUST08951,Hiran Brar,Male,65,Chennai,8,4984.89,39879.12,Books,2024-09-15,227,44,3.8
CUST08952,Ehsaan Mangat,Female,48,Ahmedabad,7,595.44,4168.08,Home,2024-05-27,338,53,2.5
CUST08953,Rhea Hegde,Female,36,Chennai,7,1869.53,13086.71,Grocery,2024-12-02,149,80,2.0
CUST08954,Adira Datta,Other,26,Mumbai,12,1754.03,21048.36,Fashion,2024-05-19,346,20,2.4
CUST08955,Purab Shah,Other,46,Jaipur,9,2102.92,18926.28,Electronics,2024-08-05,268,63,2.2
CUST08956,Onkar Sabharwal,Other,68,Lucknow,9,1537.68,13839.12,Books,2025-01-04,116,51,3.2
CUST08957,Sana Bhagat,Male,56,Delhi,6,1689.18,10135.08,Books,2024-07-15,289,14,1.5
CUST08958,Advik Sharaf,Other,21,Pune,6,1659.55,9957.3,Beauty,2024-05-27,338,35,3.0
CUST08959,Drishya Walla,Female,20,Pune,13,2775.85,36086.05,Grocery,2025-03-18,43,45,2.2
CUST08960,Manjari Dhawan,Female,46,Kolkata,15,2259.75,33896.25,Electronics,2025-04-23,7,33,4.7
CUST08961,Shalv Khatri,Male,69,Jaipur,10,3376.76,33767.6,Electronics,2025-03-28,33,61,2.7
CUST08962,Darshit Sangha,Other,28,Mumbai,7,2814.81,19703.67,Fashion,2025-01-22,98,93,1.4
CUST08963,Anahita Sharma,Female,50,Jaipur,11,1325.4,14579.4,Grocery,2024-12-19,132,72,4.7
CUST08964,Krish D’Alia,Female,55,Lucknow,13,4145.2,53887.6,Home,2025-04-17,13,53,4.8
CUST08965,Anahita Thakkar,Female,28,Jaipur,13,2624.88,34123.44,Beauty,2024-05-07,358,98,1.7
CUST08966,Ishaan Seshadri,Female,44,Delhi,6,1189.54,7137.24,Electronics,2025-02-15,74,78,4.3
CUST08967,Vihaan Butala,Male,50,Bangalore,7,1250.96,8756.72,Sports,2024-10-22,190,78,4.4
CUST08968,Shanaya Kaul,Female,38,Kolkata,8,4086.36,32690.88,Sports,2024-08-23,250,50,2.4
CUST08969,Lagan Sagar,Female,56,Chennai,12,3663.47,43961.64,Sports,2024-09-27,215,15,1.6
CUST08970,Uthkarsh Ravi,Female,48,Pune,11,2779.38,30573.18,Beauty,2024-10-20,192,42,4.2
CUST08971,Chirag Goswami,Female,55,Ahmedabad,13,1877.37,24405.81,Home,2024-08-26,247,20,1.1
CUST08972,Indrans Srinivas,Female,63,Bangalore,11,2572.35,28295.85,Grocery,2025-04-13,17,92,3.5
CUST08973,Baiju Issac,Other,19,Bangalore,10,3364.18,33641.8,Home,2024-05-16,349,68,2.4
CUST08974,Dishani Bose,Male,44,Hyderabad,12,4456.77,53481.24,Books,2024-08-16,257,7,3.4
CUST08975,Raunak Kaur,Male,53,Delhi,8,3001.41,24011.28,Grocery,2025-02-15,74,66,4.2
CUST08976,Zoya Edwin,Other,28,Lucknow,7,1745.31,12217.17,Beauty,2024-10-17,195,73,4.3
CUST08977,Ehsaan Dhawan,Female,64,Kolkata,14,692.33,9692.62,Electronics,2024-05-14,351,23,5.0
CUST08978,Lavanya Agarwal,Other,35,Ahmedabad,15,1289.55,19343.25,Electronics,2025-01-23,97,36,3.6
CUST08979,Pari Chana,Female,18,Kolkata,6,3425.8,20554.8,Fashion,2025-01-23,97,12,1.9
CUST08980,Kismat Kota,Female,52,Hyderabad,16,1221.97,19551.52,Sports,2024-07-29,275,23,2.1
CUST08981,Shray Handa,Female,52,Mumbai,4,2666.93,10667.72,Home,2025-04-24,6,95,2.7
CUST08982,Ayesha Gola,Male,48,Mumbai,8,3645.3,29162.4,Sports,2025-02-06,83,11,4.4
CUST08983,Shlok Ratta,Other,45,Ahmedabad,12,1887.01,22644.12,Grocery,2025-02-27,62,1,2.5
CUST08984,Umang Khurana,Female,56,Mumbai,7,3510.98,24576.86,Home,2025-01-28,92,77,3.8
CUST08985,Jivin Tara,Other,18,Bangalore,4,3114.82,12459.28,Fashion,2024-08-18,255,39,1.2
CUST08986,Mishti Uppal,Female,42,Hyderabad,11,2475.23,27227.53,Grocery,2025-01-04,116,93,2.7
CUST08987,Purab Saxena,Male,60,Kolkata,8,4537.6,36300.8,Grocery,2025-02-11,78,70,1.7
CUST08988,Aarush Agrawal,Other,55,Lucknow,5,3614.27,18071.35,Fashion,2024-06-09,325,31,4.8
CUST08989,Rhea Gola,Other,37,Hyderabad,9,2122.69,19104.21,Fashion,2024-10-11,201,9,4.2
CUST08990,Ahana  Tara,Male,20,Kolkata,9,4119.19,37072.71,Books,2025-02-15,74,56,1.6
CUST08991,Arnav Ganguly,Male,68,Bangalore,6,3821.46,22928.76,Fashion,2024-11-29,152,18,2.6
CUST08992,Shamik Guha,Male,19,Kolkata,7,4062.58,28438.06,Fashion,2024-10-04,208,59,1.3
CUST08993,Biju Gera,Female,35,Jaipur,7,3384.3,23690.1,Grocery,2025-04-15,15,67,4.0
CUST08994,Seher Hari,Female,61,Lucknow,6,2207.17,13243.02,Electronics,2025-01-23,97,96,1.8
CUST08995,Sumer Kapur,Other,27,Ahmedabad,11,2068.6,22754.6,Books,2024-09-09,233,3,4.2
CUST08996,Manikya Chakrabarti,Female,22,Hyderabad,10,3443.68,34436.8,Beauty,2024-05-02,363,30,1.3
CUST08997,Lakshit Tara,Male,26,Mumbai,10,1089.05,10890.5,Electronics,2024-11-06,175,64,3.3
CUST08998,Eshani Vyas,Other,19,Delhi,6,4189.61,25137.66,Grocery,2024-06-22,312,70,3.4
CUST08999,Anya Sheth,Female,51,Bangalore,12,2166.51,25998.12,Books,2024-05-25,340,91,2.3
CUST09000,Adira Dayal,Male,55,Mumbai,9,3336.67,30030.03,Beauty,2024-12-23,128,2,1.7
CUST09001,Onkar Bhasin,Male,48,Ahmedabad,11,2745.79,30203.69,Sports,2024-10-06,206,20,2.3
CUST09002,Rhea Chandran,Female,27,Pune,18,2836.97,51065.46,Grocery,2024-05-13,352,81,3.0
CUST09003,Kiaan Rastogi,Other,67,Delhi,11,3821.03,42031.33,Books,2024-10-16,196,97,4.9
CUST09004,Ayesha Varty,Female,29,Hyderabad,13,3320.02,43160.26,Beauty,2024-12-08,143,81,2.8
CUST09005,Faiyaz Vasa,Female,53,Pune,12,1626.39,19516.68,Home,2025-02-25,64,29,1.8
CUST09006,Hridaan Dalal,Male,38,Bangalore,9,834.02,7506.18,Grocery,2024-12-06,145,9,1.1
CUST09007,Hansh Kashyap,Other,66,Pune,9,4281.05,38529.45,Books,2024-06-27,307,4,1.0
CUST09008,Lavanya Karnik,Female,64,Delhi,12,4482.02,53784.24,Home,2024-09-27,215,40,2.7
CUST09009,Ayesha Virk,Other,23,Delhi,17,1240.23,21083.91,Books,2025-01-05,115,55,2.2
CUST09010,Indrans Devan,Other,65,Pune,9,1892.65,17033.85,Sports,2025-03-28,33,13,1.5
CUST09011,Arnav Savant,Male,66,Chennai,13,1770.54,23017.02,Books,2024-10-26,186,6,1.7
CUST09012,Hazel Roy,Male,20,Lucknow,7,4718.52,33029.64,Electronics,2024-06-28,306,73,2.4
CUST09013,Mishti Barad,Male,27,Chennai,8,1421.5,11372.0,Books,2025-01-06,114,26,3.7
CUST09014,Nitara Sathe,Female,22,Pune,11,1249.43,13743.73,Grocery,2025-02-28,61,41,3.4
CUST09015,Reyansh Sankar,Female,63,Ahmedabad,19,1318.27,25047.13,Books,2025-02-19,70,42,1.3
CUST09016,Nirvi Konda,Other,43,Lucknow,2,3784.41,7568.82,Sports,2024-07-15,289,78,1.6
CUST09017,Anahita Walla,Female,38,Jaipur,10,4496.09,44960.9,Sports,2024-10-08,204,61,4.6
CUST09018,Nayantara Krishnamurthy,Male,62,Jaipur,10,2270.15,22701.5,Home,2024-06-28,306,62,1.3
CUST09019,Divyansh Loyal,Female,43,Chennai,8,1112.36,8898.88,Electronics,2024-12-27,124,98,1.8
CUST09020,Zara Bhat,Other,55,Chennai,13,3135.75,40764.75,Books,2025-02-09,80,68,2.3
CUST09021,Jayesh Bala,Female,61,Jaipur,11,1444.71,15891.81,Beauty,2025-02-11,78,21,1.9
CUST09022,Rohan Jha,Female,43,Bangalore,11,788.68,8675.48,Sports,2024-11-10,171,31,2.2
CUST09023,Drishya Walia,Other,25,Lucknow,12,4488.04,53856.48,Electronics,2025-03-05,56,43,3.9
CUST09024,Ivan Kalita,Other,22,Jaipur,13,4418.79,57444.27,Fashion,2024-05-30,335,21,1.4
CUST09025,Divij Vora,Female,32,Ahmedabad,6,4891.6,29349.6,Beauty,2025-04-16,14,29,2.4
CUST09026,Tejas Samra,Male,33,Lucknow,5,2633.02,13165.1,Grocery,2025-02-02,87,55,3.4
CUST09027,Miraan Suri,Male,18,Hyderabad,9,1823.01,16407.09,Home,2025-01-11,109,58,1.2
CUST09028,Romil Baria,Male,33,Hyderabad,10,3964.03,39640.3,Sports,2024-12-21,130,24,1.2
CUST09029,Akarsh Buch,Male,54,Mumbai,11,1312.23,14434.53,Sports,2024-10-24,188,45,3.0
CUST09030,Nehmat Chaudry,Female,20,Kolkata,9,1594.81,14353.29,Fashion,2024-05-17,348,80,4.6
CUST09031,Prisha Sethi,Female,69,Pune,13,1650.57,21457.41,Electronics,2024-09-17,225,9,2.8
CUST09032,Faiyaz Subramaniam,Other,64,Ahmedabad,10,4782.29,47822.9,Home,2024-04-29,366,85,2.6
CUST09033,Himmat Trivedi,Other,48,Chennai,12,3784.2,45410.4,Electronics,2024-10-19,193,66,1.0
CUST09034,Ritvik Mahal,Female,30,Jaipur,15,1101.63,16524.45,Sports,2025-01-30,90,2,3.9
CUST09035,Hazel Mandal,Male,33,Ahmedabad,8,917.81,7342.48,Electronics,2024-08-28,245,37,1.7
CUST09036,Inaaya  Rattan,Other,60,Pune,12,4292.67,51512.04,Grocery,2024-06-18,316,37,3.8
CUST09037,Mannat Chatterjee,Other,38,Kolkata,14,4110.23,57543.22,Books,2024-05-04,361,69,2.4
CUST09038,Seher Lala,Female,19,Mumbai,8,3519.48,28155.84,Home,2024-08-03,270,46,1.2
CUST09039,Shanaya Vaidya,Female,44,Lucknow,5,1382.45,6912.25,Grocery,2025-04-02,28,6,2.3
CUST09040,Sahil Keer,Male,55,Ahmedabad,13,2661.28,34596.64,Fashion,2024-06-17,317,48,3.6
CUST09041,Mishti Ramanathan,Female,43,Ahmedabad,10,3212.27,32122.7,Books,2024-11-04,177,8,4.1
CUST09042,Samar Dixit,Other,55,Delhi,12,4694.62,56335.44,Electronics,2025-01-01,119,32,3.5
CUST09043,Rasha Das,Other,63,Bangalore,10,1262.41,12624.1,Electronics,2024-08-29,244,77,3.8
CUST09044,Ira Lad,Male,42,Jaipur,7,2819.51,19736.57,Books,2025-03-30,31,67,1.9
CUST09045,Dharmajan Rajagopalan,Male,28,Hyderabad,5,1209.88,6049.4,Electronics,2025-02-17,72,73,4.9
CUST09046,Saanvi Sampath,Male,25,Hyderabad,8,2497.32,19978.56,Fashion,2025-03-08,53,68,1.9
CUST09047,Sara Shanker,Female,25,Hyderabad,12,1400.61,16807.32,Fashion,2024-08-25,248,28,1.7
CUST09048,Mahika Arora,Female,50,Pune,13,4262.84,55416.92,Home,2024-11-30,151,40,2.0
CUST09049,Charvi Aggarwal,Male,24,Bangalore,13,1646.31,21402.03,Electronics,2025-02-09,80,16,4.9
CUST09050,Aarav Wali,Other,55,Delhi,6,2376.97,14261.82,Grocery,2024-10-17,195,57,1.3
CUST09051,Rohan Ghosh,Other,38,Jaipur,16,2335.04,37360.64,Sports,2024-12-13,138,75,4.1
CUST09052,Nishith Shankar,Female,25,Jaipur,15,4398.33,65974.95,Beauty,2024-08-02,271,55,1.4
CUST09053,Taran Bera,Other,68,Chennai,16,3910.09,62561.44,Grocery,2024-05-04,361,83,4.1
CUST09054,Divij Som,Female,38,Kolkata,8,759.09,6072.72,Home,2025-04-06,24,86,2.1
CUST09055,Arnav Ravel,Other,37,Kolkata,12,801.89,9622.68,Grocery,2024-09-06,236,39,3.9
CUST09056,Faiyaz Datta,Female,25,Kolkata,13,2980.39,38745.07,Fashion,2024-10-22,190,76,1.2
CUST09057,Pranay Dua,Female,63,Lucknow,10,2424.74,24247.4,Home,2024-07-17,287,55,2.3
CUST09058,Onkar Sagar,Other,48,Chennai,8,1740.13,13921.04,Grocery,2024-05-12,353,30,2.9
CUST09059,Alisha Kala,Other,67,Ahmedabad,14,4066.79,56935.06,Fashion,2025-01-22,98,42,1.1
CUST09060,Ryan Buch,Female,46,Delhi,10,1078.86,10788.6,Sports,2025-02-24,65,5,1.7
CUST09061,Ryan Bera,Other,65,Hyderabad,7,4883.26,34182.82,Sports,2025-03-24,37,45,1.7
CUST09062,Mohanlal Borde,Male,26,Bangalore,17,608.46,10343.82,Sports,2024-08-12,261,64,2.9
CUST09063,Bhamini Lad,Female,32,Lucknow,13,1032.04,13416.52,Electronics,2024-11-17,164,32,1.5
CUST09064,Hridaan Kari,Other,47,Pune,10,1900.92,19009.2,Beauty,2024-05-09,356,98,4.9
CUST09065,Armaan Tailor,Other,43,Delhi,9,2791.17,25120.53,Beauty,2024-10-09,203,12,4.5
CUST09066,Anya Krishnan,Other,27,Chennai,7,1472.61,10308.27,Grocery,2024-09-25,217,66,1.9
CUST09067,Prisha Chaudry,Male,46,Mumbai,11,3812.97,41942.67,Fashion,2025-03-19,42,52,1.9
CUST09068,Suhana Kale,Female,33,Kolkata,6,2108.94,12653.64,Beauty,2025-02-18,71,71,4.8
CUST09069,Aradhya Dutta,Male,53,Kolkata,11,673.42,7407.62,Fashion,2024-08-03,270,32,2.2
CUST09070,Ivan Dhar,Other,37,Kolkata,4,4449.75,17799.0,Home,2025-03-04,57,35,2.7
CUST09071,Rasha Hans,Male,62,Bangalore,13,4747.4,61716.2,Beauty,2024-12-16,135,6,3.8
CUST09072,Tarini Sharaf,Male,54,Kolkata,9,3283.54,29551.86,Grocery,2024-05-25,340,22,2.4
CUST09073,Ryan Chopra,Female,39,Pune,11,4129.41,45423.51,Home,2024-10-07,205,89,4.6
CUST09074,Jiya Ravel,Female,24,Mumbai,10,1045.0,10450.0,Beauty,2024-10-06,206,47,3.4
CUST09075,Lakshay Srinivas,Other,40,Chennai,15,1709.69,25645.35,Electronics,2024-06-02,332,13,3.3
CUST09076,Sahil Upadhyay,Male,58,Chennai,15,1963.54,29453.1,Fashion,2024-05-28,337,23,3.2
CUST09077,Kartik Kannan,Female,57,Delhi,14,4823.39,67527.46,Electronics,2024-07-27,277,44,1.4
CUST09078,Miraan Sanghvi,Male,46,Ahmedabad,11,2805.0,30855.0,Electronics,2025-01-05,115,9,4.2
CUST09079,Sahil Baria,Male,33,Hyderabad,6,533.36,3200.16,Home,2024-11-09,172,59,3.3
CUST09080,Riaan Chaudhari,Female,55,Pune,13,2210.84,28740.92,Electronics,2024-11-20,161,30,1.2
CUST09081,Samiha Chhabra,Female,45,Pune,9,534.88,4813.92,Sports,2025-02-02,87,84,4.4
CUST09082,Riya Borra,Female,65,Kolkata,10,1570.13,15701.3,Books,2025-02-19,70,44,3.9
CUST09083,Arhaan Deo,Other,55,Lucknow,5,2546.15,12730.75,Beauty,2024-07-17,287,49,2.2
CUST09084,Anya Dhawan,Female,48,Hyderabad,8,1955.27,15642.16,Grocery,2025-03-08,53,16,2.1
CUST09085,Adira Vyas,Male,31,Kolkata,12,647.3,7767.6,Grocery,2024-07-25,279,86,3.0
CUST09086,Ojas Lad,Female,50,Kolkata,13,1023.51,13305.63,Electronics,2025-01-21,99,74,1.0
CUST09087,Hazel Bhatnagar,Female,26,Hyderabad,10,2978.99,29789.9,Grocery,2024-06-15,319,84,4.2
CUST09088,Advika Shanker,Other,44,Ahmedabad,14,3630.22,50823.08,Electronics,2024-10-29,183,53,4.8
CUST09089,Lakshay Taneja,Other,41,Hyderabad,12,2320.47,27845.64,Home,2024-09-21,221,2,2.8
CUST09090,Taran Chacko,Male,30,Lucknow,13,3791.67,49291.71,Grocery,2025-04-09,21,67,3.1
CUST09091,Rhea Vaidya,Other,43,Bangalore,10,1235.0,12350.0,Fashion,2024-05-14,351,42,4.2
CUST09092,Jayant Lata,Male,46,Chennai,12,1049.26,12591.12,Electronics,2024-10-16,196,64,2.1
CUST09093,Vidur Master,Other,68,Bangalore,17,4277.54,72718.18,Fashion,2025-01-23,97,8,3.0
CUST09094,Manikya Contractor,Male,66,Lucknow,16,2026.46,32423.36,Electronics,2024-05-10,355,73,1.4
CUST09095,Samaira Konda,Male,60,Chennai,15,2445.12,36676.8,Home,2024-07-13,291,92,3.8
CUST09096,Vanya Borah,Other,45,Lucknow,6,4764.12,28584.72,Electronics,2024-07-06,298,21,4.2
CUST09097,Samarth Khalsa,Male,45,Kolkata,10,2408.51,24085.1,Books,2024-11-27,154,97,1.3
CUST09098,Piya Dyal,Other,25,Delhi,12,515.71,6188.52,Books,2025-02-14,75,60,4.5
CUST09099,Sara Bhakta,Female,40,Delhi,14,4720.87,66092.18,Sports,2025-04-06,24,34,2.5
CUST09100,Parinaaz Shan,Female,46,Delhi,11,563.53,6198.83,Home,2025-02-04,85,4,4.7
CUST09101,Jayant Toor,Other,22,Delhi,6,3480.29,20881.74,Grocery,2024-11-28,153,89,4.6
CUST09102,Pranay Chadha,Female,59,Mumbai,11,1953.01,21483.11,Grocery,2025-03-06,55,62,4.2
CUST09103,Sumer Shroff,Female,24,Bangalore,8,2616.76,20934.08,Sports,2024-11-23,158,96,4.3
CUST09104,Ayesha Ravel,Other,59,Jaipur,7,2962.78,20739.46,Beauty,2024-06-05,329,76,2.2
CUST09105,Keya Toor,Other,53,Kolkata,14,2338.07,32732.98,Books,2024-06-30,304,2,2.5
CUST09106,Hrishita Varghese,Other,58,Pune,7,3984.66,27892.62,Sports,2024-08-13,260,50,2.0
CUST09107,Dhanush Ghose,Female,44,Delhi,8,4688.18,37505.44,Home,2024-07-22,282,76,2.4
CUST09108,Rati Vyas,Male,63,Bangalore,7,888.85,6221.95,Books,2024-06-30,304,26,3.2
CUST09109,Gatik Bansal,Other,19,Mumbai,8,4101.14,32809.12,Sports,2025-02-22,67,85,4.5
CUST09110,Dishani Thaman,Other,42,Mumbai,13,1079.02,14027.26,Grocery,2024-05-20,345,37,3.2
CUST09111,Ehsaan Dua,Female,26,Pune,8,861.25,6890.0,Fashion,2024-06-02,332,55,3.8
CUST09112,Drishya Madan,Male,44,Bangalore,10,4801.24,48012.4,Fashion,2024-10-03,209,100,1.5
CUST09113,Badal Bhatti,Male,18,Mumbai,9,2701.84,24316.56,Sports,2024-12-04,147,18,4.8
CUST09114,Anay Sunder,Male,40,Bangalore,9,1186.71,10680.39,Grocery,2025-01-15,105,24,3.3
CUST09115,Jiya Handa,Other,27,Ahmedabad,9,3064.81,27583.29,Beauty,2024-07-27,277,30,4.1
CUST09116,Vedika Hayer,Female,59,Chennai,14,1684.57,23583.98,Grocery,2025-04-12,18,17,5.0
CUST09117,Hiran Luthra,Female,69,Chennai,7,2589.39,18125.73,Home,2024-11-07,174,80,4.4
CUST09118,Indrajit Ganguly,Female,42,Lucknow,13,3310.97,43042.61,Fashion,2024-12-30,121,42,3.0
CUST09119,Vritika Warrior,Female,20,Delhi,9,4411.71,39705.39,Home,2024-09-18,224,81,4.5
CUST09120,Chirag Chanda,Female,23,Mumbai,11,513.87,5652.57,Beauty,2025-03-14,47,12,3.6
CUST09121,Anya Kari,Male,23,Bangalore,7,1463.63,10245.41,Electronics,2025-04-07,23,27,3.9
CUST09122,Hiran Bawa,Male,19,Ahmedabad,12,933.22,11198.64,Electronics,2024-10-12,200,55,3.5
CUST09123,Jhanvi Gara,Male,35,Chennai,8,936.94,7495.52,Electronics,2024-12-03,148,4,2.2
CUST09124,Ranbir Sridhar,Male,40,Delhi,6,4756.0,28536.0,Home,2024-07-21,283,35,2.3
CUST09125,Shayak Boase,Other,19,Mumbai,9,4712.37,42411.33,Electronics,2024-09-03,239,65,3.2
CUST09126,Abram Deep,Male,29,Lucknow,7,3871.89,27103.23,Grocery,2024-07-16,288,76,4.5
CUST09127,Ritvik Badal,Male,39,Delhi,11,3393.78,37331.58,Electronics,2024-05-01,364,29,2.8
CUST09128,Divyansh Karan,Other,54,Mumbai,10,4315.87,43158.7,Grocery,2024-12-14,137,72,3.2
CUST09129,Ivan Ravi,Other,37,Lucknow,9,762.84,6865.56,Home,2024-10-06,206,72,2.5
CUST09130,Lakshay Chawla,Other,56,Mumbai,10,1037.69,10376.9,Books,2024-11-17,164,76,1.1
CUST09131,Ira D’Alia,Other,41,Hyderabad,9,1927.01,17343.09,Books,2024-06-30,304,36,3.6
CUST09132,Divij Goswami,Other,65,Bangalore,10,4246.22,42462.2,Home,2025-04-28,2,34,3.3
CUST09133,Aarush Dhaliwal,Other,37,Kolkata,7,2625.05,18375.35,Grocery,2024-08-28,245,36,4.9
CUST09134,Adira Kar,Other,18,Pune,9,2766.09,24894.81,Fashion,2025-04-15,15,55,3.0
CUST09135,Anika Andra,Other,18,Delhi,13,1531.69,19911.97,Books,2024-10-10,202,4,3.1
CUST09136,Anahi Ghose,Male,34,Ahmedabad,12,3417.74,41012.88,Beauty,2024-12-19,132,11,2.1
CUST09137,Baiju Reddy,Female,18,Lucknow,9,4495.29,40457.61,Grocery,2025-01-13,107,59,1.4
CUST09138,Anay Chopra,Female,69,Ahmedabad,7,1982.81,13879.67,Grocery,2024-11-30,151,3,3.8
CUST09139,Jayan Bhat,Male,62,Lucknow,14,3286.34,46008.76,Beauty,2024-11-04,177,74,4.2
CUST09140,Dhanuk Shukla,Male,47,Jaipur,14,1993.77,27912.78,Grocery,2024-09-24,218,12,4.5
CUST09141,Inaaya  Uppal,Male,58,Delhi,10,4067.24,40672.4,Books,2024-10-23,189,73,2.6
CUST09142,Samaira Manda,Male,64,Lucknow,7,2637.32,18461.24,Grocery,2024-08-12,261,21,3.8
CUST09143,Mohanlal Agrawal,Female,20,Ahmedabad,9,2027.61,18248.49,Electronics,2024-06-17,317,98,2.1
CUST09144,Rati Gola,Female,63,Bangalore,5,2390.22,11951.1,Home,2024-06-03,331,22,2.0
CUST09145,Charvi Din,Female,28,Delhi,9,910.52,8194.68,Books,2024-06-28,306,18,5.0
CUST09146,Bhavin Andra,Other,41,Pune,7,4397.53,30782.71,Fashion,2024-05-05,360,6,4.4
CUST09147,Rhea Rattan,Female,39,Lucknow,10,4811.31,48113.1,Beauty,2024-05-22,343,89,2.0
CUST09148,Ayesha Kade,Male,61,Ahmedabad,11,2648.36,29131.96,Home,2025-02-14,75,79,2.7
CUST09149,Damini Kapur,Female,62,Bangalore,16,1496.02,23936.32,Home,2025-01-08,112,65,3.3
CUST09150,Zaina Karpe,Other,43,Jaipur,14,3490.95,48873.3,Sports,2024-09-26,216,55,1.1
CUST09151,Ishaan Sane,Other,30,Delhi,7,2535.72,17750.04,Grocery,2025-04-08,22,40,4.8
CUST09152,Arhaan Kibe,Female,18,Pune,11,1635.35,17988.85,Grocery,2024-07-18,286,82,1.4
CUST09153,Azad Kurian,Male,41,Lucknow,8,672.95,5383.6,Electronics,2025-01-25,95,52,4.3
CUST09154,Umang Jain,Other,27,Hyderabad,3,4503.67,13511.01,Fashion,2025-03-17,44,44,4.9
CUST09155,Shamik Sehgal,Female,52,Ahmedabad,11,4085.3,44938.3,Beauty,2025-03-08,53,95,3.8
CUST09156,Mamooty Vig,Male,41,Mumbai,15,4230.53,63457.95,Grocery,2025-01-06,114,62,4.9
CUST09157,Vardaniya Sankar,Other,45,Kolkata,5,2479.28,12396.4,Electronics,2024-11-30,151,84,1.1
CUST09158,Yasmin Gole,Male,53,Chennai,13,3889.65,50565.45,Books,2025-01-22,98,89,2.4
CUST09159,Indrajit Madan,Male,33,Bangalore,12,3115.51,37386.12,Books,2024-09-18,224,97,2.9
CUST09160,Pari Taneja,Male,57,Pune,7,2186.49,15305.43,Home,2025-02-05,84,74,4.1
CUST09161,Dhruv Jaggi,Other,33,Pune,7,4292.34,30046.38,Grocery,2025-03-22,39,29,3.6
CUST09162,Aarush Ramakrishnan,Male,34,Chennai,3,4994.41,14983.23,Electronics,2024-09-14,228,19,3.9
CUST09163,Rohan Trivedi,Other,68,Jaipur,11,4546.77,50014.47,Fashion,2024-05-29,336,28,1.6
CUST09164,Nirvaan Kala,Male,32,Ahmedabad,12,3992.86,47914.32,Fashion,2024-10-09,203,91,4.4
CUST09165,Navya Kant,Female,33,Ahmedabad,11,3863.79,42501.69,Beauty,2025-01-25,95,19,4.3
CUST09166,Emir Amble,Male,32,Kolkata,9,3426.12,30835.08,Home,2024-12-07,144,31,4.1
CUST09167,Elakshi Manda,Male,51,Kolkata,8,4341.28,34730.24,Grocery,2024-07-24,280,54,4.3
CUST09168,Ayesha Dhingra,Male,28,Hyderabad,16,2718.87,43501.92,Beauty,2025-04-23,7,99,1.9
